DiaChi,Quan,TinhTrangBDS,DienTich,Phongngu,PhongTam,Loai,GiayTo,TinhTrangNoiThat,Gia,USD,log_price
"Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Tp Hồ Chí Minh",2,1,94.0,2.0,2.0,1,1,2,30000000.0,1250.0,7.1308988302963465
"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,45.0,1.0,1.0,1,2,3,900000000.0,37500.0,10.532096211958502
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,68.0,2.0,2.0,1,2,1,1630000000.0,67917.0,11.126041650398417
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,50.0,1.0,1.0,1,1,2,1395000000.0,58125.0,10.970351142889658
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,2,33.0,1.0,1.0,1,2,1,1400000000.0,58333.0,10.9739232499355
"Đường Số 10, Phường Linh Xuân, Quận Thủ Đức, Tp Hồ Chí Minh",14,2,75.0,2.0,1.0,1,2,3,29350000.0,1223.0,7.109062135687172
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,45.0,1.0,1.0,1,3,1,1200000000.0,50000.0,10.819778284410283
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1650000000.0,68750.0,11.138232015528818
"Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",12,1,60.0,2.0,2.0,1,1,2,41700000.0,1738.0,7.460490305825338
"đường Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh",8,1,62.0,2.0,1.0,1,2,1,1860000000.0,77500.0,11.258033215341438
"Đường Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",19,1,40.0,2.0,1.0,1,1,2,950000000.0,39583.0,10.58615501214069
"Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh",2,2,56.0,2.0,1.0,1,3,1,1580000000.0,65833.0,11.094876511351249
"Đường Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh",8,2,62.0,2.0,2.0,1,2,2,1750000000.0,72917.0,11.197077086969871
"Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",8,1,68.0,2.0,2.0,1,1,3,1390000000.0,57917.0,10.96676623013805
"58/4, Đường Lũy Bán Bích, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",19,1,72.0,2.0,1.0,1,2,1,1460000000.0,60833.0,11.015887683869506
"Đường Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",19,1,40.0,1.0,1.0,1,1,2,900000000.0,37500.0,10.532096211958502
"phan huy ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,2,37.0,2.0,1.0,2,2,2,970000000.0,40417.0,10.60700576752029
"18/1, 18/1 Đường Nguyễn Thị Sóc, Xã Xuân Thới Đông, Huyện Hóc Môn, Tp Hồ Chí Minh",22,1,70.0,2.0,2.0,1,2,1,1330000000.0,55417.0,10.922641684869497
"Phan Huy Ích, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh",8,2,72.0,2.0,2.0,1,2,2,1950000000.0,81250.0,11.305286100191983
"B1-03, Đường Số 8A, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",16,1,54.0,1.0,1.0,2,1,2,1650000000.0,68750.0,11.138232015528818
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1620000000.0,67500.0,11.119882876860622
"Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",13,1,48.0,1.0,1.0,1,2,1,1490000000.0,62083.0,11.036227478431766
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1650000000.0,68750.0,11.138232015528818
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,50.0,1.0,1.0,1,1,2,1395000000.0,58125.0,10.970351142889658
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,45.0,1.0,1.0,1,3,1,1200000000.0,50000.0,10.819778284410283
"Đường 15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",7,1,90.0,2.0,2.0,1,2,2,1950000000.0,81250.0,11.305286100191983
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",7,2,41.0,1.0,1.0,2,3,1,969000000.0,40375.0,10.605966060524958
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",12,2,58.0,2.0,1.0,1,3,3,1779000000.0,74125.0,11.213508136300026
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,56.0,2.0,2.0,1,2,2,1700000000.0,70833.0,11.168080272785073
"Phan Huy Ích, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",9,1,64.0,2.0,2.0,1,1,1,1680000000.0,70000.0,11.156250521031495
"628A mặt tiền đường Xa Lộ Hà Nội (Liền kề Masteri An Phú), thuộc Phường An Phú, Quận 2, thành phố Hồ Chí Minh., Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,2,52.0,1.0,1.0,1,2,3,1400000000.0,58333.0,10.9739232499355
"196, 196 Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",8,1,70.0,2.0,2.0,1,2,1,1200000000.0,50000.0,10.819778284410283
"208, 208 Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,77.0,2.0,2.0,1,1,2,1420000000.0,59167.0,10.988119233016445
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,45.0,1.0,1.0,1,3,1,1200000000.0,50000.0,10.819778284410283
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,75.0,2.0,2.0,1,2,2,3350000.0,140.0,4.941642422609304
"Số 207, Số 207 Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,70.0,2.0,2.0,1,1,2,1420000000.0,59167.0,10.988119233016445
"Đường Số 3, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",7,1,52.0,2.0,1.0,1,1,1,1850000000.0,77083.0,11.252638042372888
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Hồ Chí Minh, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",18,2,79.7,2.0,2.0,1,3,1,391000000.0,16292.0,9.698429468768303
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,47.0,1.0,1.0,1,2,1,1690000000.0,70417.0,11.162189990267915
"Số 8, Số 8 Đường Gò Dưa, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,57.72,2.0,2.0,1,1,2,1850000000.0,77083.0,11.252638042372888
"1177, Huỳnh Tấn Phát, P. Phú Thuận, Quận 7., Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",7,1,47.0,1.0,1.0,4,2,1,1450000000.0,60417.0,11.009025801274973
"43, Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,60.0,2.0,2.0,1,2,4,1750000000.0,72917.0,11.197077086969871
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,50.0,2.0,1.0,1,1,1,1500000000.0,62500.0,11.042921835724492
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,50.0,1.0,1.0,1,1,2,1395000000.0,58125.0,10.970351142889658
"Đường Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",19,1,45.0,1.0,1.0,1,2,2,1450000000.0,60417.0,11.009025801274973
"Đường 49A, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",13,1,73.0,2.0,2.0,1,1,2,1790000000.0,74583.0,11.219667878185264
"Đường D4, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",7,1,35.0,1.0,1.0,1,2,2,1550000000.0,64583.0,11.07570649724384
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,50.0,1.0,1.0,1,1,2,1395000000.0,58125.0,10.970351142889658
"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"243, Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",6,1,72.0,3.0,2.0,1,2,1,1700000000.0,70833.0,11.168080272785073
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,50.0,2.0,1.0,1,1,1,1500000000.0,62500.0,11.042921835724492
"Đường Cống Lở, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,2,46.0,1.0,1.0,1,3,2,950000000.0,39583.0,10.58615501214069
"Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",16,2,60.0,2.0,2.0,1,3,3,38000000.0,1583.0,7.367077059881012
"đường Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",12,1,51.8,2.0,1.0,1,2,1,1380000000.0,57500.0,10.959540226785442
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,50.0,2.0,1.0,1,1,1,1500000000.0,62500.0,11.042921835724492
"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh",2,1,62.0,2.0,2.0,1,2,3,1700000000.0,70833.0,11.168080272785073
"243, Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",6,1,72.0,3.0,2.0,1,2,1,1700000000.0,70833.0,11.168080272785073
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,51.0,1.0,1.0,1,2,1,1620000000.0,67500.0,11.119882876860622
"Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh",2,2,56.2,2.0,1.0,1,2,4,1641000000.0,68375.0,11.132762539724284
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,31.0,1.0,1.0,1,2,3,1300000000.0,54167.0,10.899827145911038
"Đường Nguyễn Đức Thuận, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",17,1,33.0,1.0,1.0,1,1,1,1010000000.0,42083.0,10.647399137646048
"Đường Nguyễn Cửu Phú, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",13,1,81.0,3.0,2.0,1,2,1,1900000000.0,79167.0,11.279314824306176
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,45.0,1.0,1.0,1,3,1,1200000000.0,50000.0,10.819778284410283
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,64.0,2.0,2.0,1,1,2,1700000000.0,70833.0,11.168080272785073
"Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",16,2,85.0,3.0,2.0,1,3,1,700000000.0,29167.0,10.28079321218372
"Đường Nguyễn Văn Linh, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",16,2,59.0,2.0,2.0,1,2,3,1199999000.0,50000.0,10.819778284410283
"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,50.0,2.0,1.0,1,1,1,1500000000.0,62500.0,11.042921835724492
"226/51, Đường An Dương Vương, Phường 16, Quận 8, Tp Hồ Chí Minh",8,1,75.0,2.0,2.0,1,1,2,1850000000.0,77083.0,11.252638042372888
"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",12,2,52.0,2.0,1.0,1,3,1,1250000000.0,52083.0,10.860593878910056
"Đường CN10, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",19,2,45.0,2.0,2.0,2,1,2,1100000000.0,45833.0,10.732759634666934
"Đường Hà Huy Giáp 2, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",12,1,40.0,1.0,1.0,1,1,2,1020000000.0,42500.0,10.657259354912508
"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",6,2,48.0,1.0,1.0,1,3,1,1380000000.0,57500.0,10.959540226785442
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,45.0,1.0,1.0,1,3,1,1200000000.0,50000.0,10.819778284410283
"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"113/89, Đường Lê Tấn Bê, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,43.5,1.0,1.0,1,3,1,1050000000.0,43750.0,10.68624689178576
"13, Đường Nguyễn Đức Thuận, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",17,1,36.0,1.0,1.0,1,1,2,818000000.0,34083.0,10.436554005238014
"đường Lê Văn Lương, xã Nhơn Đức, huyện Nhà Bè, Tp.HCM, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",18,2,46.5,1.0,1.0,1,3,1,1450000000.0,60417.0,11.009025801274973
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,45.0,1.0,1.0,1,3,1,1200000000.0,50000.0,10.819778284410283
"Đường Xa lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,37.0,1.0,1.0,1,1,2,1180000000.0,49167.0,10.802977945731936
"Đường Xa lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,50.0,2.0,2.0,1,1,3,1515000000.0,63125.0,11.05287216657766
"30, 30 Đường 3, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,71.0,2.0,2.0,1,2,2,2500000.0,104.0,4.6443908991413725
"Đường Bến Bình Đông, Phường 14, Quận 8, Tp Hồ Chí Minh",8,1,60.0,2.0,1.0,1,1,3,300000000.0,12500.0,9.433483923290392
"36, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,1,88.0,3.0,2.0,1,1,3,45000000.0,1875.0,7.536363938404511
"Phan Huy Ích, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,50.0,1.0,1.0,1,1,2,1395000000.0,58125.0,10.970351142889658
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",7,1,58.0,1.0,1.0,1,1,3,1750000000.0,72917.0,11.197077086969871
"Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, TP HCM.",9,2,47.0,1.0,1.0,1,2,1,620000000.0,25833.0,10.159408023364277
"Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,53.0,2.0,1.0,1,1,2,1960000000.0,81667.0,11.310405282483078
"Đường Thống Nhất, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh",14,2,75.0,2.0,2.0,1,2,3,31000000.0,1292.0,7.163946684342547
"Đường Hà Huy Giáp 2, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",12,1,50.0,2.0,2.0,1,1,2,1150000000.0,47917.0,10.77722562648903
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,73.0,2.0,2.0,1,2,2,1950000000.0,81250.0,11.305286100191983
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,50.0,2.0,1.0,1,1,1,1500000000.0,62500.0,11.042921835724492
"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"Đường Phạm Văn Hai, Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh",21,2,47.0,1.0,1.0,1,2,3,1700000000.0,70833.0,11.168080272785073
"Số 510, Số 510 Đường Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",13,1,52.0,1.0,1.0,1,2,1,1850000000.0,77083.0,11.252638042372888
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1650000000.0,68750.0,11.138232015528818
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,45.0,1.0,1.0,1,3,1,1200000000.0,50000.0,10.819778284410283
"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,45.0,1.0,1.0,1,2,3,900000000.0,37500.0,10.532096211958502
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,59.0,2.0,1.0,1,2,1,1950000000.0,81250.0,11.305286100191983
"Đường Man Thiện, Phường Tăng Nhơn Phú A, Quận 9, Tp Hồ Chí Minh",9,1,75.0,2.0,1.0,1,1,2,1900000000.0,79167.0,11.279314824306176
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,50.0,2.0,1.0,1,1,1,1500000000.0,62500.0,11.042921835724492
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1650000000.0,68750.0,11.138232015528818
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,33.81,2.0,1.0,1,2,1,1400000000.0,58333.0,10.9739232499355
"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,45.0,1.0,1.0,1,2,3,900000000.0,37500.0,10.532096211958502
"Đường Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh",8,2,62.0,2.0,2.0,1,2,2,1760000000.0,73333.0,11.202765991201511
"Đường Cống Lở, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,2,40.0,2.0,1.0,1,1,2,950000000.0,39583.0,10.58615501214069
"Đường Số 3A, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",13,1,60.0,2.0,1.0,1,1,1,1550000000.0,64583.0,11.07570649724384
"Số 8, Số 8 Đường Gò Dưa, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,57.0,2.0,2.0,1,1,2,1850000000.0,77083.0,11.252638042372888
"Hẻm 219, Hẻm 219 Đường số 5, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,1,2,1750000000.0,72917.0,11.197077086969871
"Đường Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh",8,2,62.0,2.0,2.0,1,2,1,1574000000.0,65583.0,11.0910717950065
"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,2,38.0,1.0,1.0,2,2,3,950000000.0,39583.0,10.58615501214069
"149/23, 149/23 Đường Ba Vân, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",17,1,46.0,2.0,1.0,1,1,2,1730000000.0,72083.0,11.185573511837868
"Đường Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",7,1,54.0,1.0,1.0,1,1,1,1970000000.0,82083.0,11.315486209444275
"Đường 7, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",7,1,52.0,2.0,2.0,1,1,2,1850000000.0,77083.0,11.252638042372888
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,52.0,2.0,2.0,1,1,1,1300000000.0,54167.0,10.899827145911038
"Đường Quang Trung, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",20,1,45.0,2.0,2.0,1,1,3,1250000000.0,52083.0,10.860593878910056
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",7,2,53.0,1.0,1.0,1,3,3,1750000000.0,72917.0,11.197077086969871
"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,45.0,1.0,1.0,1,2,3,900000000.0,37500.0,10.532096211958502
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",7,1,53.0,1.0,1.0,1,3,3,1800000000.0,75000.0,11.225243392518449
"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,45.0,1.0,1.0,1,2,3,900000000.0,37500.0,10.532096211958502
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,50.0,1.0,1.0,1,1,2,1395000000.0,58125.0,10.970351142889658
"16, Đường Nguyễn Đức Thuận, Phường 11, Quận Tân Bình, Tp Hồ Chí Minh",17,1,30.0,1.0,1.0,1,1,3,926000000.0,38583.0,10.560567043934196
"Đường Trịnh Đình Trọng, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",19,1,68.0,2.0,2.0,1,2,3,1500000000.0,62500.0,11.042921835724492
"243, Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",6,1,72.0,3.0,2.0,1,2,1,1700000000.0,70833.0,11.168080272785073
"Đường D7, Phường Phú Hữu, Quận 9, Hồ Chí Minh, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,2,49.0,1.0,1.0,1,2,1,1620000000.0,67500.0,11.119882876860622
"793 trần xương soạn, Khu Himlam, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",7,2,39.0,1.0,1.0,3,3,1,1060000000.0,44167.0,10.695733182881636
"Đường Phạm Thế Hiển, Phường 7, Quận 8, Tp Hồ Chí Minh",8,1,76.0,2.0,1.0,1,1,2,1790000000.0,74583.0,11.219667878185264
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,68.0,2.0,2.0,1,2,1,1630000000.0,67917.0,11.126041650398417
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1650000000.0,68750.0,11.138232015528818
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,50.0,1.0,1.0,1,1,2,1395000000.0,58125.0,10.970351142889658
"Số 510, Số 510 Đường Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",13,1,53.0,1.0,1.0,1,3,3,1950000000.0,81250.0,11.305286100191983
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,64.0,2.0,2.0,1,1,3,1860000000.0,77500.0,11.258033215341438
"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,45.0,1.0,1.0,1,2,3,900000000.0,37500.0,10.532096211958502
"10A, 10A Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",12,1,61.0,2.0,2.0,1,1,1,1855000000.0,77292.0,11.255345736334892
"243, Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",6,1,72.0,3.0,2.0,1,2,1,1700000000.0,70833.0,11.168080272785073
"15B, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",7,1,90.0,3.0,2.0,1,2,1,1900000000.0,79167.0,11.279314824306176
"Đường D10, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",19,2,36.0,1.0,1.0,1,1,3,950000000.0,39583.0,10.58615501214069
"Đường Cống Lở, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",17,2,32.0,2.0,1.0,1,3,2,1087310000.0,45305.0,10.721172680656162
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1650000000.0,68750.0,11.138232015528818
"243, Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",6,1,72.0,3.0,2.0,1,2,1,1700000000.0,70833.0,11.168080272785073
"Đường 12B, Phường 3, Quận 4, Tp Hồ Chí Minh",4,1,38.0,1.0,1.0,1,1,1,1875000000.0,78125.0,11.266065387038704
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,73.0,2.0,2.0,1,2,3,1950000000.0,81250.0,11.305286100191983
"Đường Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh",8,2,57.0,2.0,2.0,1,2,1,1490000000.0,62083.0,11.036227478431766
